"facid","measureid","rating","answer_percent","mean_value","start_date"
"110201","H_COMP_1_LINEAR_SCORE","Not Applicable","Not Applicable","89","2021-07-01"
"110201","H_COMP_1_SN_P","Not Applicable","7","Not Applicable","2021-07-01"
"110201","H_COMP_1_STAR_RATING","3","Not Applicable","Not Applicable","2021-07-01"
"110201","H_COMP_1_U_P","Not Applicable","19","Not Applicable","2021-07-01"
"110201","H_COMP_2_A_P","Not Applicable","79","Not Applicable","2021-07-01"
"110201","H_COMP_2_LINEAR_SCORE","Not Applicable","Not Applicable","91","2021-07-01"
"110201","H_COMP_2_SN_P","Not Applicable","6","Not Applicable","2021-07-01"
"110201","H_COMP_2_STAR_RATING","4","Not Applicable","Not Applicable","2021-07-01"
"110201","H_COMP_2_U_P","Not Applicable","15","Not Applicable","2021-07-01"
"110201","H_COMP_3_A_P","Not Applicable","48","Not Applicable","2021-07-01"
"110201","H_COMP_3_LINEAR_SCORE","Not Applicable","Not Applicable","74","2021-07-01"
"110201","H_COMP_3_SN_P","Not Applicable","20","Not Applicable","2021-07-01"
"110201","H_COMP_3_STAR_RATING","1","Not Applicable","Not Applicable","2021-07-01"
"110201","H_COMP_3_U_P","Not Applicable","32","Not Applicable","2021-07-01"
"110201","H_COMP_5_A_P","Not Applicable","56","Not Applicable","2021-07-01"
"110201","H_COMP_5_LINEAR_SCORE","Not Applicable","Not Applicable","73","2021-07-01"
"110201","H_COMP_5_SN_P","Not Applicable","24","Not Applicable","2021-07-01"
"110201","H_COMP_5_STAR_RATING","3","Not Applicable","Not Applicable","2021-07-01"
"110201","H_COMP_5_U_P","Not Applicable","20","Not Applicable","2021-07-01"
"110201","H_COMP_6_LINEAR_SCORE","Not Applicable","Not Applicable","80","2021-07-01"
"110201","H_COMP_6_N_P","Not Applicable","20","Not Applicable","2021-07-01"
"110201","H_COMP_6_STAR_RATING","2","Not Applicable","Not Applicable","2021-07-01"
"110201","H_COMP_6_Y_P","Not Applicable","80","Not Applicable","2021-07-01"
"110201","H_COMP_7_A","Not Applicable","46","Not Applicable","2021-07-01"
"110201","H_COMP_7_D_SD","Not Applicable","7","Not Applicable","2021-07-01"
"110201","H_COMP_7_LINEAR_SCORE","Not Applicable","Not Applicable","79","2021-07-01"
"110201","H_COMP_7_SA","Not Applicable","47","Not Applicable","2021-07-01"
"110201","H_COMP_7_STAR_RATING","3","Not Applicable","Not Applicable","2021-07-01"
"110201","H_CT_MED_A","Not Applicable","40","Not Applicable","2021-07-01"
"110201","H_CT_MED_D_SD","Not Applicable","7","Not Applicable","2021-07-01"
"110201","H_CT_MED_SA","Not Applicable","53","Not Applicable","2021-07-01"
"110201","H_CT_PREFER_A","Not Applicable","52","Not Applicable","2021-07-01"
"110201","H_CT_PREFER_D_SD","Not Applicable","7","Not Applicable","2021-07-01"
"110201","H_CT_PREFER_SA","Not Applicable","41","Not Applicable","2021-07-01"
"110201","H_CT_UNDER_A","Not Applicable","46","Not Applicable","2021-07-01"
"110201","H_CT_UNDER_D_SD","Not Applicable","8","Not Applicable","2021-07-01"
"110201","H_CT_UNDER_SA","Not Applicable","46","Not Applicable","2021-07-01"
"110201","H_DISCH_HELP_N_P","Not Applicable","23","Not Applicable","2021-07-01"
"110201","H_DISCH_HELP_Y_P","Not Applicable","77","Not Applicable","2021-07-01"
"110201","H_DOCTOR_EXPLAIN_A_P","Not Applicable","73","Not Applicable","2021-07-01"
"110201","H_DOCTOR_EXPLAIN_SN_P","Not Applicable","6","Not Applicable","2021-07-01"
"110201","H_DOCTOR_EXPLAIN_U_P","Not Applicable","21","Not Applicable","2021-07-01"
"110201","H_DOCTOR_LISTEN_A_P","Not Applicable","78","Not Applicable","2021-07-01"
"110201","H_DOCTOR_LISTEN_SN_P","Not Applicable","8","Not Applicable","2021-07-01"
"110201","H_DOCTOR_LISTEN_U_P","Not Applicable","14","Not Applicable","2021-07-01"
"110201","H_DOCTOR_RESPECT_A_P","Not Applicable","85","Not Applicable","2021-07-01"
"110201","H_DOCTOR_RESPECT_SN_P","Not Applicable","4","Not Applicable","2021-07-01"
"110201","H_DOCTOR_RESPECT_U_P","Not Applicable","11","Not Applicable","2021-07-01"
"110201","H_HSP_RATING_0_6","Not Applicable","12","Not Applicable","2021-07-01"
"110201","H_HSP_RATING_7_8","Not Applicable","21","Not Applicable","2021-07-01"
"110201","H_HSP_RATING_9_10","Not Applicable","67","Not Applicable","2021-07-01"
"110201","H_HSP_RATING_LINEAR_SCORE","Not Applicable","Not Applicable","86","2021-07-01"
"110201","H_HSP_RATING_STAR_RATING","3","Not Applicable","Not Applicable","2021-07-01"
"110201","H_MED_FOR_A_P","Not Applicable","68","Not Applicable","2021-07-01"
"110201","H_MED_FOR_SN_P","Not Applicable","11","Not Applicable","2021-07-01"
"110201","H_MED_FOR_U_P","Not Applicable","21","Not Applicable","2021-07-01"
"110201","H_NURSE_EXPLAIN_A_P","Not Applicable","68","Not Applicable","2021-07-01"
"110201","H_NURSE_EXPLAIN_SN_P","Not Applicable","8","Not Applicable","2021-07-01"
"110201","H_NURSE_EXPLAIN_U_P","Not Applicable","24","Not Applicable","2021-07-01"
"110201","H_NURSE_LISTEN_A_P","Not Applicable","72","Not Applicable","2021-07-01"
"110201","H_NURSE_LISTEN_SN_P","Not Applicable","8","Not Applicable","2021-07-01"
"110201","H_NURSE_LISTEN_U_P","Not Applicable","20","Not Applicable","2021-07-01"
"110201","H_NURSE_RESPECT_A_P","Not Applicable","82","Not Applicable","2021-07-01"
"110201","H_NURSE_RESPECT_SN_P","Not Applicable","5","Not Applicable","2021-07-01"
"110201","H_NURSE_RESPECT_U_P","Not Applicable","13","Not Applicable","2021-07-01"
"110201","H_QUIET_HSP_A_P","Not Applicable","66","Not Applicable","2021-07-01"
"110201","H_QUIET_HSP_SN_P","Not Applicable","7","Not Applicable","2021-07-01"
"110201","H_QUIET_HSP_U_P","Not Applicable","27","Not Applicable","2021-07-01"
"110201","H_QUIET_LINEAR_SCORE","Not Applicable","Not Applicable","86","2021-07-01"
"110201","H_QUIET_STAR_RATING","4","Not Applicable","Not Applicable","2021-07-01"
"110201","H_RECMND_DN","Not Applicable","7","Not Applicable","2021-07-01"
"110201","H_RECMND_DY","Not Applicable","68","Not Applicable","2021-07-01"
"110201","H_RECMND_LINEAR_SCORE","Not Applicable","Not Applicable","86","2021-07-01"
"110201","H_RECMND_PY","Not Applicable","25","Not Applicable","2021-07-01"
"110201","H_RECMND_STAR_RATING","3","Not Applicable","Not Applicable","2021-07-01"
"110201","H_SIDE_EFFECTS_A_P","Not Applicable","43","Not Applicable","2021-07-01"
"110201","H_SIDE_EFFECTS_SN_P","Not Applicable","37","Not Applicable","2021-07-01"
"110201","H_SIDE_EFFECTS_U_P","Not Applicable","20","Not Applicable","2021-07-01"
"110201","H_STAR_RATING","3","Not Applicable","Not Applicable","2021-07-01"
"110201","H_SYMPTOMS_N_P","Not Applicable","16","Not Applicable","2021-07-01"
"110201","H_SYMPTOMS_Y_P","Not Applicable","84","Not Applicable","2021-07-01"
"110201","H_BATH_HELP_A_P","Not Applicable","58","Not Applicable","2022-07-01"
"110201","H_BATH_HELP_SN_P","Not Applicable","14","Not Applicable","2022-07-01"
"110201","H_BATH_HELP_U_P","Not Applicable","28","Not Applicable","2022-07-01"
"110201","H_CALL_BUTTON_A_P","Not Applicable","52","Not Applicable","2022-07-01"
"110201","H_CALL_BUTTON_SN_P","Not Applicable","15","Not Applicable","2022-07-01"
"110201","H_CALL_BUTTON_U_P","Not Applicable","33","Not Applicable","2022-07-01"
"110201","H_CLEAN_HSP_A_P","Not Applicable","76","Not Applicable","2022-07-01"
"110201","H_CLEAN_HSP_SN_P","Not Applicable","10","Not Applicable","2022-07-01"
"110201","H_CLEAN_HSP_U_P","Not Applicable","14","Not Applicable","2022-07-01"
"110201","H_CLEAN_LINEAR_SCORE","Not Applicable","Not Applicable","88","2022-07-01"
"110201","H_CLEAN_STAR_RATING","4","Not Applicable","Not Applicable","2022-07-01"
"110201","H_COMP_1_A_P","Not Applicable","74","Not Applicable","2022-07-01"
"110201","H_COMP_1_LINEAR_SCORE","Not Applicable","Not Applicable","88","2022-07-01"
"110201","H_COMP_1_SN_P","Not Applicable","7","Not Applicable","2022-07-01"
"110201","H_COMP_1_STAR_RATING","2","Not Applicable","Not Applicable","2022-07-01"
"110201","H_COMP_1_U_P","Not Applicable","19","Not Applicable","2022-07-01"
"110201","H_COMP_2_A_P","Not Applicable","75","Not Applicable","2022-07-01"
"110201","H_COMP_2_LINEAR_SCORE","Not Applicable","Not Applicable","89","2022-07-01"
"110201","H_COMP_2_SN_P","Not Applicable","7","Not Applicable","2022-07-01"
"110201","H_COMP_2_STAR_RATING","3","Not Applicable","Not Applicable","2022-07-01"
"110201","H_COMP_2_U_P","Not Applicable","18","Not Applicable","2022-07-01"
"110201","H_COMP_3_A_P","Not Applicable","55","Not Applicable","2022-07-01"
"110201","H_COMP_3_LINEAR_SCORE","Not Applicable","Not Applicable","79","2022-07-01"
"110201","H_COMP_3_SN_P","Not Applicable","15","Not Applicable","2022-07-01"
"110201","H_COMP_3_STAR_RATING","2","Not Applicable","Not Applicable","2022-07-01"
"110201","H_COMP_3_U_P","Not Applicable","30","Not Applicable","2022-07-01"
"110201","H_COMP_5_A_P","Not Applicable","55","Not Applicable","2022-07-01"
"110201","H_COMP_5_LINEAR_SCORE","Not Applicable","Not Applicable","71","2022-07-01"
"110201","H_COMP_5_SN_P","Not Applicable","27","Not Applicable","2022-07-01"
"110201","H_COMP_5_STAR_RATING","2","Not Applicable","Not Applicable","2022-07-01"
"110201","H_COMP_5_U_P","Not Applicable","18","Not Applicable","2022-07-01"
"110201","H_COMP_6_LINEAR_SCORE","Not Applicable","Not Applicable","83","2022-07-01"
"110201","H_COMP_6_N_P","Not Applicable","17","Not Applicable","2022-07-01"
"110201","H_COMP_6_STAR_RATING","3","Not Applicable","Not Applicable","2022-07-01"
"110201","H_COMP_6_Y_P","Not Applicable","83","Not Applicable","2022-07-01"
"110201","H_COMP_7_A","Not Applicable","46","Not Applicable","2022-07-01"
"110201","H_COMP_7_D_SD","Not Applicable","10","Not Applicable","2022-07-01"
"110201","H_COMP_7_LINEAR_SCORE","Not Applicable","Not Applicable","77","2022-07-01"
"110201","H_COMP_7_SA","Not Applicable","44","Not Applicable","2022-07-01"
"110201","H_COMP_7_STAR_RATING","2","Not Applicable","Not Applicable","2022-07-01"
"110201","H_CT_MED_A","Not Applicable","41","Not Applicable","2022-07-01"
"110201","H_CT_MED_D_SD","Not Applicable","9","Not Applicable","2022-07-01"
"110201","H_CT_MED_SA","Not Applicable","50","Not Applicable","2022-07-01"
"110201","H_CT_PREFER_A","Not Applicable","49","Not Applicable","2022-07-01"
"110201","H_CT_PREFER_D_SD","Not Applicable","12","Not Applicable","2022-07-01"
"110201","H_CT_PREFER_SA","Not Applicable","39","Not Applicable","2022-07-01"
"110201","H_CT_UNDER_A","Not Applicable","47","Not Applicable","2022-07-01"
"110201","H_CT_UNDER_D_SD","Not Applicable","8","Not Applicable","2022-07-01"
"110201","H_CT_UNDER_SA","Not Applicable","45","Not Applicable","2022-07-01"
"110201","H_DISCH_HELP_N_P","Not Applicable","19","Not Applicable","2022-07-01"
"110201","H_DISCH_HELP_Y_P","Not Applicable","81","Not Applicable","2022-07-01"
"110201","H_DOCTOR_EXPLAIN_A_P","Not Applicable","70","Not Applicable","2022-07-01"
"110201","H_DOCTOR_EXPLAIN_SN_P","Not Applicable","8","Not Applicable","2022-07-01"
"110201","H_DOCTOR_EXPLAIN_U_P","Not Applicable","22","Not Applicable","2022-07-01"
"110201","H_DOCTOR_LISTEN_A_P","Not Applicable","73","Not Applicable","2022-07-01"
"110201","H_DOCTOR_LISTEN_SN_P","Not Applicable","8","Not Applicable","2022-07-01"
"110201","H_DOCTOR_LISTEN_U_P","Not Applicable","19","Not Applicable","2022-07-01"
"110201","H_DOCTOR_RESPECT_A_P","Not Applicable","84","Not Applicable","2022-07-01"
"110201","H_DOCTOR_RESPECT_SN_P","Not Applicable","3","Not Applicable","2022-07-01"
"110201","H_DOCTOR_RESPECT_U_P","Not Applicable","13","Not Applicable","2022-07-01"
"110201","H_HSP_RATING_0_6","Not Applicable","11","Not Applicable","2022-07-01"
"110201","H_HSP_RATING_7_8","Not Applicable","20","Not Applicable","2022-07-01"
"110201","H_HSP_RATING_9_10","Not Applicable","69","Not Applicable","2022-07-01"
"110201","H_HSP_RATING_LINEAR_SCORE","Not Applicable","Not Applicable","86","2022-07-01"
"110201","H_HSP_RATING_STAR_RATING","3","Not Applicable","Not Applicable","2022-07-01"
"110201","H_MED_FOR_A_P","Not Applicable","71","Not Applicable","2022-07-01"
"110201","H_MED_FOR_SN_P","Not Applicable","13","Not Applicable","2022-07-01"
"110201","H_MED_FOR_U_P","Not Applicable","16","Not Applicable","2022-07-01"
"110201","H_NURSE_EXPLAIN_A_P","Not Applicable","70","Not Applicable","2022-07-01"
"110201","H_NURSE_EXPLAIN_SN_P","Not Applicable","9","Not Applicable","2022-07-01"
"110201","H_NURSE_EXPLAIN_U_P","Not Applicable","21","Not Applicable","2022-07-01"
"110201","H_NURSE_LISTEN_A_P","Not Applicable","69","Not Applicable","2022-07-01"
"110201","H_NURSE_LISTEN_SN_P","Not Applicable","9","Not Applicable","2022-07-01"
"110201","H_NURSE_LISTEN_U_P","Not Applicable","22","Not Applicable","2022-07-01"
"110201","H_NURSE_RESPECT_A_P","Not Applicable","81","Not Applicable","2022-07-01"
"110201","H_NURSE_RESPECT_SN_P","Not Applicable","4","Not Applicable","2022-07-01"
"110201","H_NURSE_RESPECT_U_P","Not Applicable","15","Not Applicable","2022-07-01"
"110201","H_QUIET_HSP_A_P","Not Applicable","73","Not Applicable","2022-07-01"
"110201","H_QUIET_HSP_SN_P","Not Applicable","5","Not Applicable","2022-07-01"
"110201","H_QUIET_HSP_U_P","Not Applicable","22","Not Applicable","2022-07-01"
"110201","H_QUIET_LINEAR_SCORE","Not Applicable","Not Applicable","89","2022-07-01"
"110201","H_QUIET_STAR_RATING","5","Not Applicable","Not Applicable","2022-07-01"
"110201","H_RECMND_DN","Not Applicable","7","Not Applicable","2022-07-01"
"110201","H_RECMND_DY","Not Applicable","71","Not Applicable","2022-07-01"
"110201","H_RECMND_LINEAR_SCORE","Not Applicable","Not Applicable","87","2022-07-01"
"110201","H_RECMND_PY","Not Applicable","22","Not Applicable","2022-07-01"
"110201","H_RECMND_STAR_RATING","4","Not Applicable","Not Applicable","2022-07-01"
"110201","H_SIDE_EFFECTS_A_P","Not Applicable","40","Not Applicable","2022-07-01"
"110201","H_SIDE_EFFECTS_SN_P","Not Applicable","41","Not Applicable","2022-07-01"
"110201","H_SIDE_EFFECTS_U_P","Not Applicable","19","Not Applicable","2022-07-01"
"110201","H_STAR_RATING","3","Not Applicable","Not Applicable","2022-07-01"
"110201","H_SYMPTOMS_N_P","Not Applicable","15","Not Applicable","2022-07-01"
"110201","H_SYMPTOMS_Y_P","Not Applicable","85","Not Applicable","2022-07-01"
"110201","H_BATH_HELP_A_P","Not Applicable","56","Not Applicable","2023-07-01"
"110201","H_BATH_HELP_SN_P","Not Applicable","19","Not Applicable","2023-07-01"
"110201","H_BATH_HELP_U_P","Not Applicable","25","Not Applicable","2023-07-01"
"110201","H_CALL_BUTTON_A_P","Not Applicable","58","Not Applicable","2023-07-01"
"110201","H_CALL_BUTTON_SN_P","Not Applicable","14","Not Applicable","2023-07-01"
"110201","H_CALL_BUTTON_U_P","Not Applicable","28","Not Applicable","2023-07-01"
"110201","H_CLEAN_HSP_A_P","Not Applicable","70","Not Applicable","2023-07-01"
"110201","H_CLEAN_HSP_SN_P","Not Applicable","11","Not Applicable","2023-07-01"
"110201","H_CLEAN_HSP_U_P","Not Applicable","19","Not Applicable","2023-07-01"
"110201","H_CLEAN_LINEAR_SCORE","Not Applicable","Not Applicable","85","2023-07-01"
"110201","H_CLEAN_STAR_RATING","3","Not Applicable","Not Applicable","2023-07-01"
"110201","H_COMP_1_A_P","Not Applicable","77","Not Applicable","2023-07-01"
"110201","H_COMP_1_LINEAR_SCORE","Not Applicable","Not Applicable","90","2023-07-01"
"110201","H_COMP_1_SN_P","Not Applicable","5","Not Applicable","2023-07-01"
"110201","H_COMP_1_STAR_RATING","3","Not Applicable","Not Applicable","2023-07-01"
"110201","H_COMP_1_U_P","Not Applicable","18","Not Applicable","2023-07-01"
"110201","H_COMP_2_A_P","Not Applicable","80","Not Applicable","2023-07-01"
"110201","H_COMP_2_LINEAR_SCORE","Not Applicable","Not Applicable","91","2023-07-01"
"110201","H_COMP_2_SN_P","Not Applicable","5","Not Applicable","2023-07-01"
"110201","H_COMP_2_STAR_RATING","3","Not Applicable","Not Applicable","2023-07-01"
"110201","H_COMP_2_U_P","Not Applicable","15","Not Applicable","2023-07-01"
"110201","H_COMP_3_A_P","Not Applicable","57","Not Applicable","2023-07-01"
"110201","H_COMP_3_LINEAR_SCORE","Not Applicable","Not Applicable","80","2023-07-01"
"110201","H_COMP_3_SN_P","Not Applicable","16","Not Applicable","2023-07-01"
"110201","H_COMP_3_STAR_RATING","2","Not Applicable","Not Applicable","2023-07-01"
"110201","H_COMP_3_U_P","Not Applicable","27","Not Applicable","2023-07-01"
"110201","H_COMP_5_A_P","Not Applicable","58","Not Applicable","2023-07-01"
"110201","H_COMP_5_LINEAR_SCORE","Not Applicable","Not Applicable","73","2023-07-01"
"110201","H_COMP_5_SN_P","Not Applicable","25","Not Applicable","2023-07-01"
"110201","H_COMP_5_STAR_RATING","2","Not Applicable","Not Applicable","2023-07-01"
"110201","H_COMP_5_U_P","Not Applicable","17","Not Applicable","2023-07-01"
"110201","H_COMP_6_LINEAR_SCORE","Not Applicable","Not Applicable","81","2023-07-01"
"110201","H_COMP_6_N_P","Not Applicable","19","Not Applicable","2023-07-01"
"110201","H_COMP_6_STAR_RATING","2","Not Applicable","Not Applicable","2023-07-01"
"110201","H_COMP_6_Y_P","Not Applicable","81","Not Applicable","2023-07-01"
"110201","H_COMP_7_A","Not Applicable","42","Not Applicable","2023-07-01"
"110201","H_COMP_7_D_SD","Not Applicable","10","Not Applicable","2023-07-01"
"110201","H_COMP_7_LINEAR_SCORE","Not Applicable","Not Applicable","78","2023-07-01"
"110201","H_COMP_7_SA","Not Applicable","48","Not Applicable","2023-07-01"
"110201","H_COMP_7_STAR_RATING","2","Not Applicable","Not Applicable","2023-07-01"
"110201","H_CT_MED_A","Not Applicable","35","Not Applicable","2023-07-01"
"110201","H_CT_MED_D_SD","Not Applicable","9","Not Applicable","2023-07-01"
"110201","H_CT_MED_SA","Not Applicable","56","Not Applicable","2023-07-01"
"110201","H_CT_PREFER_A","Not Applicable","47","Not Applicable","2023-07-01"
"110201","H_CT_PREFER_D_SD","Not Applicable","12","Not Applicable","2023-07-01"
"110201","H_CT_PREFER_SA","Not Applicable","41","Not Applicable","2023-07-01"
"110201","H_CT_UNDER_A","Not Applicable","41","Not Applicable","2023-07-01"
"110201","H_CT_UNDER_D_SD","Not Applicable","10","Not Applicable","2023-07-01"
"110201","H_CT_UNDER_SA","Not Applicable","49","Not Applicable","2023-07-01"
"110201","H_DISCH_HELP_N_P","Not Applicable","21","Not Applicable","2023-07-01"
"110201","H_DISCH_HELP_Y_P","Not Applicable","79","Not Applicable","2023-07-01"
"110201","H_DOCTOR_EXPLAIN_A_P","Not Applicable","73","Not Applicable","2023-07-01"
"110201","H_DOCTOR_EXPLAIN_SN_P","Not Applicable","6","Not Applicable","2023-07-01"
"110201","H_DOCTOR_EXPLAIN_U_P","Not Applicable","21","Not Applicable","2023-07-01"
"110201","H_DOCTOR_LISTEN_A_P","Not Applicable","78","Not Applicable","2023-07-01"
"110201","H_DOCTOR_LISTEN_SN_P","Not Applicable","4","Not Applicable","2023-07-01"
"110201","H_DOCTOR_LISTEN_U_P","Not Applicable","18","Not Applicable","2023-07-01"
"110201","H_DOCTOR_RESPECT_A_P","Not Applicable","88","Not Applicable","2023-07-01"
"110201","H_DOCTOR_RESPECT_SN_P","Not Applicable","4","Not Applicable","2023-07-01"
"110201","H_DOCTOR_RESPECT_U_P","Not Applicable","8","Not Applicable","2023-07-01"
"110201","H_HSP_RATING_0_6","Not Applicable","8","Not Applicable","2023-07-01"
"110201","H_HSP_RATING_7_8","Not Applicable","20","Not Applicable","2023-07-01"
"110201","H_HSP_RATING_9_10","Not Applicable","72","Not Applicable","2023-07-01"
"110201","H_HSP_RATING_LINEAR_SCORE","Not Applicable","Not Applicable","88","2023-07-01"
"110201","H_HSP_RATING_STAR_RATING","3","Not Applicable","Not Applicable","2023-07-01"
"110201","H_MED_FOR_A_P","Not Applicable","73","Not Applicable","2023-07-01"
"110201","H_MED_FOR_SN_P","Not Applicable","11","Not Applicable","2023-07-01"
"110201","H_MED_FOR_U_P","Not Applicable","16","Not Applicable","2023-07-01"
"110201","H_NURSE_EXPLAIN_A_P","Not Applicable","72","Not Applicable","2023-07-01"
"110201","H_NURSE_EXPLAIN_SN_P","Not Applicable","8","Not Applicable","2023-07-01"
"110201","H_NURSE_EXPLAIN_U_P","Not Applicable","20","Not Applicable","2023-07-01"
"110201","H_NURSE_LISTEN_A_P","Not Applicable","74","Not Applicable","2023-07-01"
"110201","H_NURSE_LISTEN_SN_P","Not Applicable","6","Not Applicable","2023-07-01"
"110201","H_NURSE_LISTEN_U_P","Not Applicable","20","Not Applicable","2023-07-01"
"110201","H_NURSE_RESPECT_A_P","Not Applicable","85","Not Applicable","2023-07-01"
"110201","H_NURSE_RESPECT_SN_P","Not Applicable","2","Not Applicable","2023-07-01"
"110201","H_NURSE_RESPECT_U_P","Not Applicable","13","Not Applicable","2023-07-01"
"110201","H_QUIET_HSP_A_P","Not Applicable","70","Not Applicable","2023-07-01"
"110201","H_QUIET_HSP_SN_P","Not Applicable","6","Not Applicable","2023-07-01"
"110201","H_QUIET_HSP_U_P","Not Applicable","24","Not Applicable","2023-07-01"
"110201","H_QUIET_LINEAR_SCORE","Not Applicable","Not Applicable","88","2023-07-01"
"110201","H_QUIET_STAR_RATING","4","Not Applicable","Not Applicable","2023-07-01"
"110201","H_RECMND_DN","Not Applicable","5","Not Applicable","2023-07-01"
"110201","H_RECMND_DY","Not Applicable","72","Not Applicable","2023-07-01"
"110201","H_RECMND_LINEAR_SCORE","Not Applicable","Not Applicable","88","2023-07-01"
"110201","H_RECMND_PY","Not Applicable","23","Not Applicable","2023-07-01"
"110201","H_RECMND_STAR_RATING","4","Not Applicable","Not Applicable","2023-07-01"
"110201","H_SIDE_EFFECTS_A_P","Not Applicable","42","Not Applicable","2023-07-01"
"110201","H_SIDE_EFFECTS_SN_P","Not Applicable","39","Not Applicable","2023-07-01"
"110201","H_SIDE_EFFECTS_U_P","Not Applicable","19","Not Applicable","2023-07-01"
"110201","H_STAR_RATING","3","Not Applicable","Not Applicable","2023-07-01"
"110201","H_SYMPTOMS_N_P","Not Applicable","17","Not Applicable","2023-07-01"
"110201","H_SYMPTOMS_Y_P","Not Applicable","83","Not Applicable","2023-07-01"
"110215","H_BATH_HELP_A_P","Not Applicable","57","Not Applicable","2021-07-01"
"110215","H_BATH_HELP_SN_P","Not Applicable","19","Not Applicable","2021-07-01"
"110215","H_BATH_HELP_U_P","Not Applicable","24","Not Applicable","2021-07-01"
"110215","H_CALL_BUTTON_A_P","Not Applicable","56","Not Applicable","2021-07-01"
"110215","H_CALL_BUTTON_SN_P","Not Applicable","15","Not Applicable","2021-07-01"
"110215","H_CALL_BUTTON_U_P","Not Applicable","29","Not Applicable","2021-07-01"
"110215","H_CLEAN_HSP_A_P","Not Applicable","60","Not Applicable","2021-07-01"
"110215","H_CLEAN_HSP_SN_P","Not Applicable","19","Not Applicable","2021-07-01"
"110215","H_CLEAN_HSP_U_P","Not Applicable","21","Not Applicable","2021-07-01"
"110215","H_CLEAN_LINEAR_SCORE","Not Applicable","Not Applicable","78","2021-07-01"
"110215","H_CLEAN_STAR_RATING","2","Not Applicable","Not Applicable","2021-07-01"
"110215","H_COMP_1_A_P","Not Applicable","74","Not Applicable","2021-07-01"
"110215","H_COMP_1_LINEAR_SCORE","Not Applicable","Not Applicable","89","2021-07-01"
"110215","H_COMP_1_SN_P","Not Applicable","6","Not Applicable","2021-07-01"
"110215","H_COMP_1_STAR_RATING","3","Not Applicable","Not Applicable","2021-07-01"
"110215","H_COMP_1_U_P","Not Applicable","20","Not Applicable","2021-07-01"
"110215","H_COMP_2_A_P","Not Applicable","78","Not Applicable","2021-07-01"
"110215","H_COMP_2_LINEAR_SCORE","Not Applicable","Not Applicable","91","2021-07-01"
"110215","H_COMP_2_SN_P","Not Applicable","5","Not Applicable","2021-07-01"
"110215","H_COMP_2_STAR_RATING","4","Not Applicable","Not Applicable","2021-07-01"
"110215","H_COMP_2_U_P","Not Applicable","17","Not Applicable","2021-07-01"
"110215","H_COMP_3_A_P","Not Applicable","56","Not Applicable","2021-07-01"
"110215","H_COMP_3_LINEAR_SCORE","Not Applicable","Not Applicable","79","2021-07-01"
"110215","H_COMP_3_SN_P","Not Applicable","17","Not Applicable","2021-07-01"
"110215","H_COMP_3_STAR_RATING","2","Not Applicable","Not Applicable","2021-07-01"
"110215","H_COMP_3_U_P","Not Applicable","27","Not Applicable","2021-07-01"
"110215","H_COMP_5_A_P","Not Applicable","53","Not Applicable","2021-07-01"
"110215","H_COMP_5_LINEAR_SCORE","Not Applicable","Not Applicable","70","2021-07-01"
"110215","H_COMP_5_SN_P","Not Applicable","28","Not Applicable","2021-07-01"
"110215","H_COMP_5_STAR_RATING","2","Not Applicable","Not Applicable","2021-07-01"
"110215","H_COMP_5_U_P","Not Applicable","19","Not Applicable","2021-07-01"
"110215","H_COMP_6_LINEAR_SCORE","Not Applicable","Not Applicable","81","2021-07-01"
"110215","H_COMP_6_N_P","Not Applicable","19","Not Applicable","2021-07-01"
"110215","H_COMP_6_STAR_RATING","2","Not Applicable","Not Applicable","2021-07-01"
"110215","H_COMP_6_Y_P","Not Applicable","81","Not Applicable","2021-07-01"
"110215","H_COMP_7_A","Not Applicable","45","Not Applicable","2021-07-01"
"110215","H_COMP_7_D_SD","Not Applicable","8","Not Applicable","2021-07-01"
"110215","H_COMP_7_LINEAR_SCORE","Not Applicable","Not Applicable","79","2021-07-01"
"110215","H_COMP_7_SA","Not Applicable","47","Not Applicable","2021-07-01"
"110215","H_COMP_7_STAR_RATING","3","Not Applicable","Not Applicable","2021-07-01"
"110215","H_CT_MED_A","Not Applicable","38","Not Applicable","2021-07-01"
"110215","H_CT_MED_D_SD","Not Applicable","6","Not Applicable","2021-07-01"
"110215","H_CT_MED_SA","Not Applicable","56","Not Applicable","2021-07-01"
"110215","H_CT_PREFER_A","Not Applicable","50","Not Applicable","2021-07-01"
"110215","H_CT_PREFER_D_SD","Not Applicable","11","Not Applicable","2021-07-01"
"110215","H_CT_PREFER_SA","Not Applicable","39","Not Applicable","2021-07-01"
"110215","H_CT_UNDER_A","Not Applicable","47","Not Applicable","2021-07-01"
"110215","H_CT_UNDER_D_SD","Not Applicable","7","Not Applicable","2021-07-01"
"110215","H_CT_UNDER_SA","Not Applicable","46","Not Applicable","2021-07-01"
"110215","H_DISCH_HELP_N_P","Not Applicable","21","Not Applicable","2021-07-01"
"110215","H_DISCH_HELP_Y_P","Not Applicable","79","Not Applicable","2021-07-01"
"110215","H_DOCTOR_EXPLAIN_A_P","Not Applicable","72","Not Applicable","2021-07-01"
"110215","H_DOCTOR_EXPLAIN_SN_P","Not Applicable","6","Not Applicable","2021-07-01"
"110215","H_DOCTOR_EXPLAIN_U_P","Not Applicable","22","Not Applicable","2021-07-01"
"110215","H_DOCTOR_LISTEN_A_P","Not Applicable","76","Not Applicable","2021-07-01"
